Column1,name,location,area_sqft,washrooms,bedrooms,city ,status,price,parking,ac,hardwood_floors,dishwasher,Fireplace,country,roofdeck, storage,pets
1705,"4 BHK Apartment in M3M LatitudeSector 65, Gurgaon","Sector 65, Gurgaon",3200,No Deposit5 bathroomsEast facing,4 BHK Rental Property in Sector 65 Gurgaon:,Gurgaon,Semi-FurnishedStatus,1.3 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1706,"4 BHK Apartment in The Antriksh HeightsSector 84, Gurgaon","Sector 84, Gurgaon",2095,No Deposit4 bathroomsEast facing,4 BHK Rental Property in Sector 84 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"12,200 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1707,"3 BHK Independent FloorSector 46, Gurgaon","Sector 46, Gurgaon",1600,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 46 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"27,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1708,"3 BHK Independent Floor in Unitech South City IISector 49, Gurgaon","Sector 49, Gurgaon",2250,No Deposit3 bathroomsNorth facing,3 BHK Rental Property in Sector 49 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"45,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1709,"3 BHK Apartment in Mapsko Mount VilleSector 79, Gurgaon","Sector 79, Gurgaon",1750,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 79 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"30,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1710,"4 BHK Villa in Sweta Estates Central Park Flower ValleySector 33 Sohna, Gurgaon","Sector 33 Sohna, Gurgaon",3800,No Deposit5 bathroomsWest facing,4 BHK Rental Property in Sector 33 Sohna Gurgaon:,Gurgaon,Semi-FurnishedStatus,"70,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1711,"1 BHK Independent FloorSushant Lok, Gurgaon","Sushant Lok, Gurgaon",960,No Deposit1 bathroomsNorthEast facing,1 BHK Rental Property in Sushant Lok Gurgaon:,Gurgaon,FurnishedStatus,"23,999 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1712,"4 BHK Apartment in Emaar Palm HillsSector 77, Gurgaon","Sector 77, Gurgaon",1850,No Deposit4 bathroomsNorthEast facing,4 BHK Rental Property in Sector 77 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"32,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1713,"4 BHK Apartment in M3M Golf EstateSector 65, Gurgaon","Sector 65, Gurgaon",4944,No Deposit5 bathroomsNorthEast facing,4 BHK Rental Property in Sector 65 Gurgaon:,Gurgaon,FurnishedStatus,2.1 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1714,"2 BHK Independent Floor in HUDA Plot Sector 40Sector 40, Gurgaon","Sector 40, Gurgaon",1200,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 40 Gurgaon:,Gurgaon,FurnishedStatus,"38,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1715,"3 BHK Independent Floor in HUDA Plot Sector 42Sector 42, Gurgaon","Sector 42, Gurgaon",2240,No Deposit3 bathroomsNorthWest facing,3 BHK Rental Property in Sector 42 Gurgaon:,Gurgaon,FurnishedStatus,"60,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1716,"3 BHK Apartment in Emaar Emerald EstateSector 65, Gurgaon","Sector 65, Gurgaon",1395,No Deposit2 bathroomsEast facing,3 BHK Rental Property in Sector 65 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"45,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1717,"3 BHK Apartment in Emaar The EnclaveSector 66, Gurgaon","Sector 66, Gurgaon",1920,No Deposit4 bathroomsNorth facing,3 BHK Rental Property in Sector 66 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"55,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1718,"4 BHK Apartment in Emaar Palm Terraces SelectSector 66, Gurgaon","Sector 66, Gurgaon",2410,No Deposit5 bathroomsNorth facing,4 BHK Rental Property in Sector 66 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"65,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1719,"3 BHK Apartment in Umang Monsoon BreezeSector 78, Gurgaon","Sector 78, Gurgaon",1753,No Deposit3 bathrooms,3 BHK Rental Property in Sector 78 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"14,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1720,"3 BHK Apartment in SS The CoralwoodSector 84, Gurgaon","Sector 84, Gurgaon",1890,No Deposit2 bathroomsEast facing,3 BHK Rental Property in Sector 84 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"19,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1721,"3 BHK Independent FloorSushant LOK I, Gurgaon","Sushant LOK I, Gurgaon",3200,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Sushant LOK I Gurgaon:,Gurgaon,FurnishedStatus,"60,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1722,"3 BHK Apartment in Ansal Harmony HomesSector 57, Gurgaon","Sector 57, Gurgaon",1450,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 57 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"48,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1723,"3 BHK Apartment in Central Park Tower CSector 48, Gurgaon","Sector 48, Gurgaon",1869,No Deposit3 bathrooms,3 BHK Rental Property in Sector 48 Gurgaon:,Gurgaon,FurnishedStatus,1.4 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1724,"2 BHK Independent Floor in Vatika Primrose FloorsSector 82, Gurgaon","Sector 82, Gurgaon",1050,No Deposit2 bathrooms,2 BHK Rental Property in Sector 82 Gurgaon:,Gurgaon,FurnishedStatus,"22,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1725,"3 BHK Apartment in Mapsko Royal VilleSector 86, Gurgaon","Sector 86, Gurgaon",1790,No Deposit3 bathroomsNorth facing,3 BHK Rental Property in Sector 86 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"25,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1726,"3 BHK Apartment in Unitech The ResidencesSector 33, Gurgaon","Sector 33, Gurgaon",1545,No Deposit3 bathroomsNorth facing,3 BHK Rental Property in Sector 33 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"38,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1727,"3 BHK Apartment in Vipul GreensSector 48, Gurgaon","Sector 48, Gurgaon",1650,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Sector 48 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"48,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1728,"3 BHK Apartment in SS The CoralwoodSector 84, Gurgaon","Sector 84, Gurgaon",1890,No Deposit3 bathroomsWest facing,3 BHK Rental Property in Sector 84 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"23,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1729,"4 BHK Apartment in Bestech Park View Grand SpaSector 81, Gurgaon","Sector 81, Gurgaon",3470,No Deposit1 bathroomsEast facing,4 BHK Rental Property in Sector 81 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"43,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1730,"3 BHK Apartment in DLF The PrimusSector 82A, Gurgaon","Sector 82A, Gurgaon",2086,No Deposit1 bathroomsEast facing,3 BHK Rental Property in Sector 82A Gurgaon:,Gurgaon,Semi-FurnishedStatus,"35,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1731,"3 BHK Apartment in Bestech Park View AnandaSector 81, Gurgaon","Sector 81, Gurgaon",1810,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Sector 81 Gurgaon:,Gurgaon,FurnishedStatus,"32,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1732,"3 BHK Apartment in Spaze Privy AT4Sector 84, Gurgaon","Sector 84, Gurgaon",1918,No Deposit3 bathroomsNorth facing,3 BHK Rental Property in Sector 84 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"26,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1733,"3 BHK Independent Floor in Ansal Sushant Lok 1Sector 43, Gurgaon","Sector 43, Gurgaon",2250,No Deposit3 bathrooms,3 BHK Rental Property in Sector 43 Gurgaon:,Gurgaon,FurnishedStatus,"60,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1734,"3 BHK Independent Floor in DLF Phase 2Sector 25, Gurgaon","Sector 25, Gurgaon",1550,No Deposit3 bathrooms,3 BHK Rental Property in Sector 25 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"70,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1735,"4 BHK Apartment in Mapsko Royal VilleSector 86, Gurgaon","Sector 86, Gurgaon",2300,No Deposit4 bathroomsNorth facing,4 BHK Rental Property in Sector 86 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"22,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1736,"3 BHK Apartment in AlphaCorp Gurgaon One 84Sector 84, Gurgaon","Sector 84, Gurgaon",2086,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 84 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"25,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1737,"3 BHK Apartment in Emaar Palm HillsSector 77, Gurgaon","Sector 77, Gurgaon",1450,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 77 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"21,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1738,"2 BHK Apartment in AlphaCorp Gurgaon One 84Sector 84, Gurgaon","Sector 84, Gurgaon",1270,No Deposit2 bathroomsNorth facing,2 BHK Rental Property in Sector 84 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"17,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1739,"3 BHK Apartment in Mapsko Casa BellaSector 82, Gurgaon","Sector 82, Gurgaon",1690,No Deposit3 bathroomsNorthWest facing,3 BHK Rental Property in Sector 82 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"18,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1740,"4 BHK Apartment in Bestech Park View Grand SpaSector 81, Gurgaon","Sector 81, Gurgaon",3470,No Deposit1 bathroomsEast facing,4 BHK Rental Property in Sector 81 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"43,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1741,"3 BHK Apartment in Emaar Palm GardensSector 83, Gurgaon","Sector 83, Gurgaon",1900,No Deposit3 bathroomsNorthWest facing,3 BHK Rental Property in Sector 83 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"25,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1742,"3 BHK Apartment in Bestech Park View AnandaSector 81, Gurgaon","Sector 81, Gurgaon",1810,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Sector 81 Gurgaon:,Gurgaon,FurnishedStatus,"32,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1743,"2 BHK Independent HouseSector 83, Gurgaon","Sector 83, Gurgaon",929,No Deposit2 bathrooms,2 BHK Rental Property in Sector 83 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"13,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1744,"2 BHK Apartment in Vatika Gurgaon 21Sector 83, Gurgaon","Sector 83, Gurgaon",1350,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 83 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"17,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1745,"4 BHK Apartment in AlphaCorp Gurgaon One 84Sector 84, Gurgaon","Sector 84, Gurgaon",3434,No Deposit4 bathrooms,4 BHK Rental Property in Sector 84 Gurgaon:,Gurgaon,FurnishedStatus,"60,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1746,"3 BHK Independent House in Vatika Premium FloorsSector 82, Gurgaon","Sector 82, Gurgaon",1750,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 82 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1747,"3 BHK Independent House in Vatika Premium FloorsSector 82, Gurgaon","Sector 82, Gurgaon",1750,No Deposit3 bathrooms,3 BHK Rental Property in Sector 82 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1748,"1 BHK Independent Floor in DLF Phase 3Sector 24, Gurgaon","Sector 24, Gurgaon",700,No Deposit1 bathroomsNorthEast facing,1 BHK Rental Property in Sector 24 Gurgaon:,Gurgaon,FurnishedStatus,"35,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1749,"3 BHK Apartment in Tulip OrangeSector 70, Gurgaon","Sector 70, Gurgaon",1400,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 70 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"33,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1750,"2 BHK Independent FloorSector 31, Gurgaon","Sector 31, Gurgaon",1360,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 31 Gurgaon:,Gurgaon,FurnishedStatus,"25,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1751,"1 RK Studio ApartmentSector 24, Gurgaon","Sector 24, Gurgaon",900,No Deposit1 bathroomsEast facing,1 RK Rental Property in Sector 24 Gurgaon:,Gurgaon,FurnishedStatus,"14,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1752,"1 BHK Independent FloorSushant LOK I, Gurgaon","Sushant LOK I, Gurgaon",1000,No Deposit1 bathroomsNorthEast facing,1 BHK Rental Property in Sushant LOK I Gurgaon:,Gurgaon,FurnishedStatus,"27,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1753,"3 BHK Apartment in Umang Monsoon BreezeSector 78, Gurgaon","Sector 78, Gurgaon",1850,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 78 Gurgaon:,Gurgaon,FurnishedStatus,"21,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1754,"3 BHK Apartment in Umang Monsoon BreezeSector 78, Gurgaon","Sector 78, Gurgaon",1850,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 78 Gurgaon:,Gurgaon,FurnishedStatus,"21,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1755,"4 BHK ApartmentSector 77, Gurgaon","Sector 77, Gurgaon",1950,No Deposit1 bathroomsNorthEast facing,4 BHK Rental Property in Sector 77 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"23,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1756,"1 BHK Apartment in Shree Vardhman Flora Sector 90, Gurgaon","Sector 90, Gurgaon",1200,No Deposit2 bathroomsEast facing,1 BHK Rental Property in Sector 90 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1757,"4 BHK Apartment in Ireo SkyonSector 60, Gurgaon","Sector 60, Gurgaon",2818,No Deposit4 bathroomsNorth facing,4 BHK Rental Property in Sector 60 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"78,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1758,"2 BHK Apartment in Ireo The Grand ArchSector 58, Gurgaon","Sector 58, Gurgaon",1375,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 58 Gurgaon:,Gurgaon,FurnishedStatus,"70,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1759,"3 BHK Apartment in M3M Golf EstateSector 65, Gurgaon","Sector 65, Gurgaon",4400,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Sector 65 Gurgaon:,Gurgaon,Semi-FurnishedStatus,1.75 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1760,"3 BHK Apartment in DLF Richmond ParkSector 27, Gurgaon","Sector 27, Gurgaon",2100,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Sector 27 Gurgaon:,Gurgaon,FurnishedStatus,"75,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1761,"4 BHK Independent FloorSushant LOK I, Gurgaon","Sushant LOK I, Gurgaon",2700,No Deposit4 bathroomsEast facing,4 BHK Rental Property in Sushant LOK I Gurgaon:,Gurgaon,Semi-FurnishedStatus,"90,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1762,"4 BHK Apartment in Pioneer PresidiaSector 62, Gurgaon","Sector 62, Gurgaon",3890,No Deposit4 bathrooms,4 BHK Rental Property in Sector 62 Gurgaon:,Gurgaon,Semi-FurnishedStatus,1.3 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1763,"3 BHK Apartment in Mapsko Mount VilleSector 79, Gurgaon","Sector 79, Gurgaon",1400,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 79 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"25,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1764,"3 BHK Apartment in DLF The PrimusSector 82A, Gurgaon","Sector 82A, Gurgaon",2067,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Sector 82A Gurgaon:,Gurgaon,FurnishedStatus,"57,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1765,"1 RK Studio Apartment in Suncity Sun CitySector 54, Gurgaon","Sector 54, Gurgaon",1200,No Deposit1 bathrooms,1 RK Rental Property in Sector 54 Gurgaon:,Gurgaon,FurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1766,"3 BHK Apartment in Swaraj Homes Madhur Jeevan ApartmentsSector 56, Gurgaon","Sector 56, Gurgaon",1850,No Deposit2 bathroomsEast facing,3 BHK Rental Property in Sector 56 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"34,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1767,"3 BHK Independent Floor in Reputed Builder Royal CourtSector 39, Gurgaon","Sector 39, Gurgaon",2500,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Sector 39 Gurgaon:,Gurgaon,FurnishedStatus,"55,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1768,"2 BHK Independent FloorDLF Phase 4, Gurgaon","DLF Phase 4, Gurgaon",1500,No Deposit2 bathroomsEast facing,2 BHK Rental Property in DLF Phase 4 Gurgaon:,Gurgaon,FurnishedStatus,"42,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1769,"2 BHK Independent FloorSector 40, Gurgaon","Sector 40, Gurgaon",1800,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 40 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"26,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1770,"4 BHK Independent FloorSector 15, Gurgaon","Sector 15, Gurgaon",5000,No Deposit4 bathroomsEast facing,4 BHK Rental Property in Sector 15 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"47,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1771,"1 RK Studio ApartmentSushant Lok, Gurgaon","Sushant Lok, Gurgaon",200,No Deposit1 bathroomsNorthEast facing,1 RK Rental Property in Sushant Lok Gurgaon:,Gurgaon,FurnishedStatus,"7,999 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1772,"2 BHK Apartment in Vatika Lifestyle HomesSector 83, Gurgaon","Sector 83, Gurgaon",1530,No Deposit2 bathroomsNorth facing,2 BHK Rental Property in Sector 83 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"20,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1773,"3 BHK Apartment in Unitech Woodstock FloorsSector 50, Gurgaon","Sector 50, Gurgaon",1350,No Deposit3 bathroomsNorth facing,3 BHK Rental Property in Sector 50 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"38,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
