Column1,name,location,area_sqft,washrooms,bedrooms,city ,status,price,parking,ac,hardwood_floors,dishwasher,Fireplace,country,roofdeck, storage,pets
3088,"3 BHK Apartment in Jaypee Sea CourtSwarn Nagri, Greater Noida","Swarn Nagri, Greater Noida",3350,No Deposit4 bathroomsEast facing,3 BHK Rental Property in Swarn Nagri Greater Noida:,Greater Noida,FurnishedStatus,"90,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3089,"3 BHK Apartment in Jaypee Moon CourtSwarn Nagri, Greater Noida","Swarn Nagri, Greater Noida",2150,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Swarn Nagri Greater Noida:,Greater Noida,Semi-FurnishedStatus,"40,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3090,"2 BHK Apartment in Migsun UltimoOmicron 1, Greater Noida","Omicron 1, Greater Noida",1005,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Omicron 1 Greater Noida:,Greater Noida,Semi-FurnishedStatus,"11,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3091,"3 BHK Apartment in Jaypee The Sun CourtSwarn Nagri, Greater Noida","Swarn Nagri, Greater Noida",3850,No Deposit4 bathroomsEast facing,3 BHK Rental Property in Swarn Nagri Greater Noida:,Greater Noida,Semi-FurnishedStatus,1.05 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3092,"2 BHK Apartment in Victory CentralSector 12 Noida Extension, Greater Noida","Sector 12 Noida Extension, Greater Noida",1200,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 12 Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"11,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3093,"2 BHK Apartment in Supertech Czar SuitesOmicron 1, Greater Noida","Omicron 1, Greater Noida",1125,No Deposit2 bathroomsWest facing,2 BHK Rental Property in Omicron 1 Greater Noida:,Greater Noida,FurnishedStatus,"20,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3094,"1 BHK Apartment in Avj HeightssZeta, Greater Noida","Zeta, Greater Noida",600,No Deposit1 bathrooms,1 BHK Rental Property in Zeta Greater Noida:,Greater Noida,Semi-FurnishedStatus,"6,800 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3095,"3 BHK Apartment in ATS Happy TrailsSector 10 Noida Extension, Greater Noida","Sector 10 Noida Extension, Greater Noida",1625,"52,000 depositavailability immediately4 bathrooms",3 BHK Rental Property in Sector 10 Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"26,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3096,"3 BHK Apartment in SKA GreenarchTechzone 4, Greater Noida","Techzone 4, Greater Noida",1220,"22,000 deposit3 bathrooms3 balcony",3 BHK Rental Property in Techzone 4 Greater Noida:,Greater Noida,Semi-FurnishedStatus,"22,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3097,"3 BHK Apartment in Arihant AbodeSector 10 Noida Extension, Greater Noida","Sector 10 Noida Extension, Greater Noida",1160,"17,000 depositavailability immediately2 bathrooms",3 BHK Rental Property in Sector 10 Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"17,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3098,"2 BHK Apartment in Spacetech EdanaSector Alpha, Greater Noida","Sector Alpha, Greater Noida",1110,"15,000 depositavailability immediately2 bathrooms",2 BHK Rental Property in Sector Alpha Greater Noida:,Greater Noida,Semi-FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3099,"2 BHK Apartment in Migsun UltimoOmicron 1, Greater Noida","Omicron 1, Greater Noida",1150,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Omicron 1 Greater Noida:,Greater Noida,Semi-FurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3100,"1 BHK Apartment in Supertech Czar VillasOmicron 1, Greater Noida","Omicron 1, Greater Noida",400,No Deposit1 bathrooms,1 BHK Rental Property in Omicron 1 Greater Noida:,Greater Noida,FurnishedStatus,"11,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3101,"3 BHK Apartment in Eldeco Golf View ApartmentsOmega, Greater Noida","Omega, Greater Noida",1350,"36,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Omega Greater Noida:,Greater Noida,Semi-FurnishedStatus,"17,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3102,"2 BHK Apartment in MSX Group Alpha HomesSector Alpha, Greater Noida","Sector Alpha, Greater Noida",1200,No Deposit2 bathrooms,2 BHK Rental Property in Sector Alpha Greater Noida:,Greater Noida,Semi-FurnishedStatus,"14,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3103,"3 BHK Apartment in ATS Green ParadisoCHI 4, Greater Noida","CHI 4, Greater Noida",1740,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in CHI 4 Greater Noida:,Greater Noida,Semi-FurnishedStatus,"16,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3104,"3 BHK Apartment in Jaypee The Sun CourtSwarn Nagri, Greater Noida","Swarn Nagri, Greater Noida",3850,No Deposit5 bathroomsNorth facing,3 BHK Rental Property in Swarn Nagri Greater Noida:,Greater Noida,FurnishedStatus,1.1 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3105,"2 BHK Apartment in Supertech Eco Village 1Sector 1 Noida Extension, Greater Noida","Sector 1 Noida Extension, Greater Noida",890,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 1 Noida Extension Greater Noida:,Greater Noida,UnfurnishedStatus,"9,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3106,"2 BHK Apartment in Gaursons Gaur City 1st AvenueSector 4 Noida Extension, Greater Noida","Sector 4 Noida Extension, Greater Noida",1240,No Deposit2 bathrooms,2 BHK Rental Property in Sector 4 Noida Extension Greater Noida:,Greater Noida,FurnishedStatus,"19,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3107,"2 BHK Apartment in Gaursons 14th AvenueSector 16C Noida Extension, Greater Noida","Sector 16C Noida Extension, Greater Noida",1040,No Deposit2 bathrooms,2 BHK Rental Property in Sector 16C Noida Extension Greater Noida:,Greater Noida,FurnishedStatus,"21,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3108,"2 BHK Apartment in Divyansh FloraSector 16C Noida Extension, Greater Noida","Sector 16C Noida Extension, Greater Noida",1055,No Deposit2 bathrooms,2 BHK Rental Property in Sector 16C Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"13,800 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3109,"2 BHK Apartment in Gaursons 14th AvenueSector 16C Noida Extension, Greater Noida","Sector 16C Noida Extension, Greater Noida",1160,No Deposit2 bathrooms,2 BHK Rental Property in Sector 16C Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"8,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3110,"4 BHK Apartment in Gaursons India Gaur City 2 11th AvenueKnowledge Park, Greater Noida","Knowledge Park, Greater Noida",1810,No Deposit3 bathrooms,4 BHK Rental Property in Knowledge Park Greater Noida:,Greater Noida,Semi-FurnishedStatus,"13,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3111,"3 BHK Apartment in Nirala AspireSector 16 Noida Extension, Greater Noida","Sector 16 Noida Extension, Greater Noida",1460,No Deposit2 bathroomsNorth facing,3 BHK Rental Property in Sector 16 Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3112,"5 BHK VillaGamma 1, Greater Noida","Gamma 1, Greater Noida",3500,No Deposit4 bathroomsNorthEast facing,5 BHK Rental Property in Gamma 1 Greater Noida:,Greater Noida,Semi-FurnishedStatus,"30,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3113,"2 BHK Apartment in Supertech Eco Village 1Sector 1 Noida Extension, Greater Noida","Sector 1 Noida Extension, Greater Noida",950,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 1 Noida Extension Greater Noida:,Greater Noida,UnfurnishedStatus,"6,400 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3114,"4 BHK Apartment in Omaxe Palm VillaMU Greater Noida, Greater Noida","MU Greater Noida, Greater Noida",2500,No Deposit4 bathroomsNorthEast facing,4 BHK Rental Property in MU Greater Noida Greater Noida:,Greater Noida,Semi-FurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3115,"4 BHK Apartment in ATS Green ParadisoCHI 4, Greater Noida","CHI 4, Greater Noida",2800,No Deposit4 bathroomsNorth facing,4 BHK Rental Property in CHI 4 Greater Noida:,Greater Noida,Semi-FurnishedStatus,"22,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3116,"3 BHK Apartment in Eldeco Green MeadowsPI, Greater Noida","PI, Greater Noida",1840,No Deposit3 bathroomsNorthWest facing,3 BHK Rental Property in PI Greater Noida:,Greater Noida,FurnishedStatus,"24,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3117,"2 BHK Apartment in Supertech Eco Village 1Sector 1 Noida Extension, Greater Noida","Sector 1 Noida Extension, Greater Noida",890,No Deposit2 bathrooms,2 BHK Rental Property in Sector 1 Noida Extension Greater Noida:,Greater Noida,UnfurnishedStatus,"5,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3118,"2 BHK Apartment in Supertech Eco Village 1Sector 1 Noida Extension, Greater Noida","Sector 1 Noida Extension, Greater Noida",890,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 1 Noida Extension Greater Noida:,Greater Noida,FurnishedStatus,"17,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3119,"2 BHK Villa in Reputed Builder Alpha 1 RWASector Alpha, Greater Noida","Sector Alpha, Greater Noida",1200,No Deposit1 bathroomsNorthWest facing,2 BHK Rental Property in Sector Alpha Greater Noida:,Greater Noida,Semi-FurnishedStatus,"7,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3120,"3 BHK Apartment in Shri Radha Sky ParkSector 16B Noida Extension, Greater Noida","Sector 16B Noida Extension, Greater Noida",1500,"20,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Sector 16B Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"20,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3121,"2 BHK Apartment in Gaursons 7th AvenueSector 4 Noida Extension, Greater Noida","Sector 4 Noida Extension, Greater Noida",1165,No Deposit2 bathroomsNorthWest facing,2 BHK Rental Property in Sector 4 Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"13,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3122,"2 BHK Apartment in Exotica DreamvilleSector 16C Noida Extension, Greater Noida","Sector 16C Noida Extension, Greater Noida",1055,No Deposit2 bathrooms,2 BHK Rental Property in Sector 16C Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"10,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3123,"2 BHK Apartment in Ajnara HomesSector 16B Noida Extension, Greater Noida","Sector 16B Noida Extension, Greater Noida",950,No Deposit2 bathroomsNorthWest facing,2 BHK Rental Property in Sector 16B Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"9,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3124,"2 BHK Apartment in Gaursons 7th AvenueSector 4 Noida Extension, Greater Noida","Sector 4 Noida Extension, Greater Noida",1075,No Deposit2 bathroomsNorthWest facing,2 BHK Rental Property in Sector 4 Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"10,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3125,"2 BHK Apartment in Panchsheel PinnacleSector 16B Noida Extension, Greater Noida","Sector 16B Noida Extension, Greater Noida",975,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 16B Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"9,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3126,"2 BHK Apartment in AFOWO Raksha AddelaSector 16C Noida Extension, Greater Noida","Sector 16C Noida Extension, Greater Noida",1060,No Deposit2 bathrooms,2 BHK Rental Property in Sector 16C Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"10,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3127,"3 BHK Apartment in Gulshan BellinaSector 16 Noida Extension, Greater Noida","Sector 16 Noida Extension, Greater Noida",1350,No Deposit2 bathrooms,3 BHK Rental Property in Sector 16 Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"21,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3128,"3 BHK Apartment in Gaursons India Gaur City 2Sector 16C Noida Extension, Greater Noida","Sector 16C Noida Extension, Greater Noida",1350,No Deposit2 bathroomsEast facing,3 BHK Rental Property in Sector 16C Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"14,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3129,"3 BHK Apartment in Gaursons 16th AvenueSector 16C Noida Extension, Greater Noida","Sector 16C Noida Extension, Greater Noida",1385,No Deposit3 bathrooms,3 BHK Rental Property in Sector 16C Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"11,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3130,"3 BHK Apartment in Town White OrchidSector 16C Noida Extension, Greater Noida","Sector 16C Noida Extension, Greater Noida",1544,No Deposit2 bathrooms,3 BHK Rental Property in Sector 16C Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"13,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3131,"2 BHK Apartment in Gaursons 12th AvenueSector 16C Noida Extension, Greater Noida","Sector 16C Noida Extension, Greater Noida",1055,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 16C Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"10,600 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3132,"3 BHK Apartment in Uppal Casa WoodstockSector 16C Noida Extension, Greater Noida","Sector 16C Noida Extension, Greater Noida",1544,No Deposit2 bathrooms,3 BHK Rental Property in Sector 16C Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"13,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3133,"3 BHK Apartment in Trident EmbassySector 1 Noida Extension, Greater Noida","Sector 1 Noida Extension, Greater Noida",1490,No Deposit2 bathrooms,3 BHK Rental Property in Sector 1 Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3134,"2 BHK Apartment in Anthem French ApartmentsSector 16B Noida Extension, Greater Noida","Sector 16B Noida Extension, Greater Noida",980,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 16B Noida Extension Greater Noida:,Greater Noida,FurnishedStatus,"13,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3135,"2 BHK Apartment in Ajnara HomesSector 16B Noida Extension, Greater Noida","Sector 16B Noida Extension, Greater Noida",980,No Deposit2 bathrooms,2 BHK Rental Property in Sector 16B Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"11,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3136,"3 BHK Apartment in Nirala GreenshireSector 2 Noida Extension, Greater Noida","Sector 2 Noida Extension, Greater Noida",1710,No Deposit4 bathrooms,3 BHK Rental Property in Sector 2 Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3137,"2 BHK Apartment in Ajnara HomesSector 16B Noida Extension, Greater Noida","Sector 16B Noida Extension, Greater Noida",1085,No Deposit2 bathrooms,2 BHK Rental Property in Sector 16B Noida Extension Greater Noida:,Greater Noida,FurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3138,"3 BHK Apartment in Anthem French ApartmentsSector 16B Noida Extension, Greater Noida","Sector 16B Noida Extension, Greater Noida",1459,No Deposit2 bathrooms,3 BHK Rental Property in Sector 16B Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"11,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3139,"3 BHK Apartment in Samridhi Grand AvenueTechzone 4, Greater Noida","Techzone 4, Greater Noida",1610,No Deposit3 bathrooms,3 BHK Rental Property in Techzone 4 Greater Noida:,Greater Noida,Semi-FurnishedStatus,"20,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3140,"2 BHK Apartment in Samiah Vrinda CityPhi, Greater Noida","Phi, Greater Noida",1210,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Phi Greater Noida:,Greater Noida,Semi-FurnishedStatus,"7,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3141,"2 BHK Apartment in SDS NRI ResidencyOmega, Greater Noida","Omega, Greater Noida",1196,No Deposit1 bathroomsEast facing,2 BHK Rental Property in Omega Greater Noida:,Greater Noida,Semi-FurnishedStatus,"9,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3142,"1 BHK Apartment in Habitech Panchtatva Phase 1Techzone 4, Greater Noida","Techzone 4, Greater Noida",625,No Deposit1 bathroomsNorth facing,1 BHK Rental Property in Techzone 4 Greater Noida:,Greater Noida,FurnishedStatus,"12,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3143,"3 BHK Apartment in Nirala AspireSector 16 Noida Extension, Greater Noida","Sector 16 Noida Extension, Greater Noida",1365,No Deposit3 bathroomsNorth facing,3 BHK Rental Property in Sector 16 Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"12,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3144,"2 BHK Apartment in Galaxy North Avenue IISector 16C Noida Extension, Greater Noida","Sector 16C Noida Extension, Greater Noida",1050,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 16C Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"9,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3145,"2 BHK Apartment in Mahagun MywoodsSector 16C Noida Extension, Greater Noida","Sector 16C Noida Extension, Greater Noida",1110,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 16C Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"10,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3146,"2 BHK ApartmentOmega II, Greater Noida","Omega II, Greater Noida",1260,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Omega II Greater Noida:,Greater Noida,FurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3147,"3 BHK Apartment in Panchsheel GreensSector 16B Noida Extension, Greater Noida","Sector 16B Noida Extension, Greater Noida",1510,No Deposit1 bathrooms,3 BHK Rental Property in Sector 16B Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3148,"2 BHK Apartment in Supertech Eco Village 2Sector 16B Noida Extension, Greater Noida","Sector 16B Noida Extension, Greater Noida",1106,No Deposit2 bathrooms,2 BHK Rental Property in Sector 16B Noida Extension Greater Noida:,Greater Noida,UnfurnishedStatus,"10,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3149,"2 BHK Apartment in Anthem French ApartmentsSector 16B Noida Extension, Greater Noida","Sector 16B Noida Extension, Greater Noida",890,No Deposit2 bathrooms,2 BHK Rental Property in Sector 16B Noida Extension Greater Noida:,Greater Noida,UnfurnishedStatus,"9,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3150,"3 BHK Apartment in Mahagun MywoodsSector 16C Noida Extension, Greater Noida","Sector 16C Noida Extension, Greater Noida",1545,No Deposit2 bathroomsEast facing,3 BHK Rental Property in Sector 16C Noida Extension Greater Noida:,Greater Noida,UnfurnishedStatus,"9,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3151,"2 BHK Independent HouseGamma 1, Greater Noida","Gamma 1, Greater Noida",1210,No Deposit1 bathroomsEast facing,2 BHK Rental Property in Gamma 1 Greater Noida:,Greater Noida,Semi-FurnishedStatus,"8,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3152,"2 BHK Apartment in Ajnara Le GardenSector 16 Noida Extension, Greater Noida","Sector 16 Noida Extension, Greater Noida",1150,No Deposit2 bathrooms,2 BHK Rental Property in Sector 16 Noida Extension Greater Noida:,Greater Noida,FurnishedStatus,"14,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3153,"5 BHK Villa in Reputed Builder Greenwoods SocietyOmega, Greater Noida","Omega, Greater Noida",3501,No Deposit4 bathroomsEast facing,5 BHK Rental Property in Omega Greater Noida:,Greater Noida,Semi-FurnishedStatus,"32,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3154,"1 BHK Independent FloorSector 55, Greater Noida","Sector 55, Greater Noida",325,No Deposit1 bathrooms,1 BHK Rental Property in Sector 55 Greater Noida:,Greater Noida,Semi-FurnishedStatus,"8,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3155,"4 BHK Apartment in SDS NRI ResidencyOmega, Greater Noida","Omega, Greater Noida",2439,No Deposit5 bathrooms,4 BHK Rental Property in Omega Greater Noida:,Greater Noida,Semi-FurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3156,"2 BHK Independent FloorGamma 1, Greater Noida","Gamma 1, Greater Noida",1200,No Deposit2 bathrooms,2 BHK Rental Property in Gamma 1 Greater Noida:,Greater Noida,Semi-FurnishedStatus,"10,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3157,"1 BHK Independent FloorAlpha 2, Greater Noida","Alpha 2, Greater Noida",640,No Deposit1 bathroomsEast facing,1 BHK Rental Property in Alpha 2 Greater Noida:,Greater Noida,Semi-FurnishedStatus,"7,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3158,"3 BHK Apartment in Paramount EmotionsSector 1 Noida Extension, Greater Noida","Sector 1 Noida Extension, Greater Noida",1710,No Deposit4 bathroomsNorthEast facing,3 BHK Rental Property in Sector 1 Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3159,"2 BHK Independent FloorEcotech III, Greater Noida","Ecotech III, Greater Noida",1000,No Deposit2 bathrooms,2 BHK Rental Property in Ecotech III Greater Noida:,Greater Noida,FurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3160,"2 BHK Apartment in ABA Cherry CountyTechzone 4, Greater Noida","Techzone 4, Greater Noida",891,No Deposit2 bathrooms,2 BHK Rental Property in Techzone 4 Greater Noida:,Greater Noida,FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3161,"3 BHK Apartment in Victory AmaraSector 16 Noida Extension, Greater Noida","Sector 16 Noida Extension, Greater Noida",1540,No Deposit3 bathrooms,3 BHK Rental Property in Sector 16 Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3162,"2 BHK Apartment in Supertech Eco Village 2Sector 16B Noida Extension, Greater Noida","Sector 16B Noida Extension, Greater Noida",890,No Deposit2 bathrooms,2 BHK Rental Property in Sector 16B Noida Extension Greater Noida:,Greater Noida,Semi-FurnishedStatus,"8,200 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3163,"3 BHK ApartmentGreater Noida West, Greater Noida","Greater Noida West, Greater Noida",1206,No Deposit2 bathrooms,3 BHK Rental Property in Greater Noida West Greater Noida:,Greater Noida,UnfurnishedStatus,"9,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3164,"3 BHK Apartment in Assotech Windsor CourtSector 78, Noida","Sector 78, Noida",1440,No Deposit2 bathrooms,3 BHK Rental Property in Sector 78 Noida:,Noida,FurnishedStatus,"36,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3165,"3 BHK VillaSector 41, Noida","Sector 41, Noida",1500,No Deposit2 bathroomsEast facing,3 BHK Rental Property in Sector 41 Noida:,Noida,Semi-FurnishedStatus,"22,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3166,"4 BHK ApartmentSector 100, Noida","Sector 100, Noida",2500,No Deposit5 bathrooms,4 BHK Rental Property in Sector 100 Noida:,Noida,FurnishedStatus,"38,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3167,"3 BHK Independent FloorSector 47, Noida","Sector 47, Noida",1600,No Deposit2 bathrooms,3 BHK Rental Property in Sector 47 Noida:,Noida,Semi-FurnishedStatus,"17,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3168,"1 RK Studio ApartmentSector 22, Noida","Sector 22, Noida",300,No Deposit1 bathrooms,1 RK Rental Property in Sector 22 Noida:,Noida,FurnishedStatus,"10,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3169,"3 BHK Independent FloorSector 122, Noida","Sector 122, Noida",1200,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 122 Noida:,Noida,FurnishedStatus,"24,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3170,"1 RK Studio ApartmentSector 126, Noida","Sector 126, Noida",397,No Deposit1 bathrooms,1 RK Rental Property in Sector 126 Noida:,Noida,FurnishedStatus,"13,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
